image_path,instruction,description,input
005162.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young man in black swim trunks dives head first off a wooden diving board into a clear blue tropical sea.  The mountains rise up in the distance, providing a scenic backdrop for the perfect summer day.","label_boundingbox:{person: {'xyxy': {'Left': 125, 'Top': 166, 'Right': 232, 'Bottom': 240}}},
caption:a man diving into the water.,
image_embedding:[0.09, 0.43, 0.2, 0.29, -1.11, 0.15, 0.9, -0.01, 0.25, -0.31, -0.12, -0.42, -0.19, -0.85, 0.28, -0.44, -0.77, -0.5, -0.39, 0.52, 1.06, -0.3, 0.02, -0.08, 0.02, -0.44, -0.77, 0.54, 0.44, -0.24, 0.37, -0.82, 0.58, -0.03, -0.16, -0.3, 0.16, 1.52, 1.68, -0.68, 0.45, 0.81, 0.36, 0.61, -2.83, 0.78, -0.09, -0.34, -0.64, 0.35, -0.19, -0.0, 0.47, -0.63, 0.67, -0.38, -0.15, 0.91, -0.12, 0.0, -0.3, 0.4, -0.19, -0.52]"
009449.jpg,Provide a detailed and accurate description of the image within 50 words.,"A small, fluffy, white and brown dog lays on its back, with its legs in the air. the dog is on a hardwood floor and has its eyes closed. it looks to be sleeping soundly.","label_boundingbox:{dog: {'xyxy': {'Left': 124, 'Top': 130, 'Right': 463, 'Bottom': 326}}},
caption:a dog laying on the floor.,
image_embedding:[1.2, 0.84, -0.51, 0.94, -0.62, 0.02, -0.21, -0.08, 0.66, -0.38, -0.38, -0.79, 0.29, -0.02, 0.05, -0.83, 0.24, 0.5, 0.42, -0.12, -0.23, -0.46, 0.21, 1.03, 0.04, 0.14, -0.24, 0.67, -0.07, -0.07, 0.01, 0.38, 0.01, -0.44, 0.52, -0.4, -0.21, 0.15, -0.11, 0.02, 0.44, 0.49, 0.01, 0.1, -2.07, -0.15, -0.1, -0.16, 0.94, 0.26, -0.22, -0.01, -0.35, -0.7, 0.92, -0.08, -0.32, -0.77, 0.2, -0.17, 0.16, 0.38, 0.2, -0.02]"
008276.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young woman with dark hair and a pink shirt holds up two fingers in a peace sign. she is sitting in the front seat of a bus, likely traveling. she looks directly at the camera with a bright smile.  the window behind her shows a view of a tropical town.","label_boundingbox:{car: {'xyxy': {'Left': 355, 'Top': 186, 'Right': 452, 'Bottom': 228}},person: {'xyxy': {'Left': 97, 'Top': 63, 'Right': 496, 'Bottom': 375}}},
caption:a woman with her fingers in the air.,
image_embedding:[0.02, 0.93, 1.29, 0.02, 1.32, -0.0, 0.09, -0.06, 0.12, -0.76, -0.14, 0.73, 0.08, 0.12, -0.61, -0.2, 0.08, -0.39, -0.07, 0.32, -0.73, 0.04, 0.04, -0.24, -0.14, 0.3, -0.28, -0.72, -0.27, 0.41, 0.82, -0.13, -0.65, -0.03, -0.11, -0.22, 0.06, -0.13, 0.14, -0.25, -0.15, -0.0, 0.37, -0.32, -1.39, 0.78, -0.69, 0.64, -0.25, 0.22, -0.1, -0.88, -0.27, 1.02, 0.54, -0.31, 0.69, -0.98, -0.03, 0.16, 0.15, 0.12, 0.4, -0.73]"
003480.jpg,Provide a detailed and accurate description of the image within 50 words.,"A close-up of a tabby cat's face as it looks down. The cat is in motion, as if walking towards something off-screen. The background is out of focus and blurry.  The cat's fur is long and fluffy.","label_boundingbox:{cat: {'xyxy': {'Left': 0, 'Top': 4, 'Right': 498, 'Bottom': 375}}},
caption:a cat,
image_embedding:[-1.07, -0.1, 0.01, 0.42, -0.53, 0.01, -0.13, -0.82, -0.16, -0.03, 0.88, -0.2, 0.51, -1.32, -0.56, 0.05, 0.36, 0.34, 0.4, 1.11, -0.19, -0.41, -0.04, -0.18, -0.11, -0.19, 0.04, 0.04, 0.92, 0.14, 0.6, -0.42, -0.83, 0.7, -1.22, 0.13, -0.42, -0.16, 0.07, -0.03, -0.35, -0.1, 0.01, -0.59, -1.9, -0.52, -0.87, 0.03, -0.11, 0.63, -0.1, 0.09, -0.2, 0.43, 1.1, -0.17, -0.78, -0.61, -0.06, 0.06, 0.35, -0.81, 0.16, 0.63]"
005002.jpg,Provide a detailed and accurate description of the image within 50 words.,"A bottle of red wine with a snowman topper sits on a table surrounded by candles and a glass of red wine. A blurry figure sits in the background. The scene is warm and inviting, perfect for a cozy night in.","label_boundingbox:{person: {'xyxy': {'Left': 0, 'Top': 0, 'Right': 147, 'Bottom': 134}},bottle: {'xyxy': {'Left': 148, 'Top': 67, 'Right': 266, 'Bottom': 500}}},
caption:a bottle of wine on a table.,
image_embedding:[0.59, 0.56, -0.43, -0.28, 0.01, -0.03, -0.07, 0.17, 0.36, 0.13, -0.13, 0.05, -0.54, 0.26, 0.04, 0.11, -0.94, 0.17, -0.51, -0.03, -0.02, 0.51, -0.22, -0.18, -0.99, 0.39, -0.27, 0.95, 0.77, -0.44, 1.01, -0.34, -0.66, -1.49, -0.04, -0.19, -0.21, -0.36, -0.13, 0.64, -1.08, 0.37, -0.79, -0.18, -3.09, 0.32, -0.49, -0.07, -0.24, -0.11, -0.14, 0.72, -0.38, 0.37, 0.11, -0.93, -0.13, 0.01, 0.35, 0.37, 0.03, 1.3, 0.51, 0.27]"
006774.jpg,Provide a detailed and accurate description of the image within 50 words.,"A black cat is curled up on a floral patterned cushion in a wooden chair. The cat's head is tucked into its body, with only one eye peeking out. The cat is clearly napping, and the cozy chair provides a perfect spot for a relaxing snooze.  A wooden shelf is visible behind the cat.","label_boundingbox:{chair: {'xyxy': {'Left': 36, 'Top': 0, 'Right': 496, 'Bottom': 375}},tvmonitor: {'xyxy': {'Left': 174, 'Top': 0, 'Right': 266, 'Bottom': 85}},cat: {'xyxy': {'Left': 41, 'Top': 118, 'Right': 431, 'Bottom': 287}}},
caption:a cat,
image_embedding:[-0.09, -0.15, 0.56, 0.03, 0.19, 0.08, -0.4, -0.78, 0.03, -0.63, 0.62, -0.3, 0.58, 0.18, -0.37, -1.31, 0.49, 0.61, 0.36, 0.06, 0.99, -0.34, -0.07, -0.27, -0.02, -0.08, -0.34, -0.03, -0.4, 0.13, -0.19, 0.23, -0.01, 0.18, 0.24, -0.48, 0.3, 0.7, 0.38, 1.03, 0.06, 0.53, 0.47, -0.26, -2.93, 0.62, 0.11, 0.15, 1.03, 0.77, 0.05, -0.27, -0.56, -1.12, 0.47, -0.11, -0.06, -0.58, -0.4, -0.07, 0.86, 0.64, 0.02, -0.34]"
005247.jpg,Provide a detailed and accurate description of the image within 50 words.,A green parrot with red markings on its face sits on a tree branch. The parrot is looking to the side and its tail feathers are spread out behind it. The parrot is in front of a light blue wall.  The parrot is perched on a branch that extends into the frame from the right.  The branch is bare except for the parrot.,"label_boundingbox:{bird: {'xyxy': {'Left': 49, 'Top': 125, 'Right': 418, 'Bottom': 375}}},
caption:two birds sitting on a branch.,
image_embedding:[-0.22, 0.43, 0.29, 0.04, 0.5, 0.1, 0.09, -0.09, 0.52, -0.63, 0.46, -0.22, -0.83, 0.08, -0.96, -1.19, 0.05, -0.49, -1.14, 0.83, 0.37, -0.77, 0.38, -0.1, 0.31, -0.07, -0.66, 0.26, -0.07, -0.26, -0.06, 0.5, 0.42, -1.17, 0.18, -0.03, 1.03, 0.57, 0.15, -0.04, 0.64, 0.17, 0.0, -0.25, -3.0, -0.44, -0.46, -0.58, -0.12, 0.78, -1.4, 0.08, -0.63, 0.19, -0.16, 0.19, 0.76, -0.61, 0.12, -0.19, -0.21, 0.24, -0.61, -0.02]"
006716.jpg,Provide a detailed and accurate description of the image within 50 words.,"Three brown and white shorebirds with long, thin bills stand in the shallow surf. They have speckled, brown feathers and white underbellies. The birds stand on the wet sand, facing the camera.  The beach is covered in white foam from receding waves.","label_boundingbox:{bird: {'xyxy': {'Left': 141, 'Top': 115, 'Right': 347, 'Bottom': 241}}},
caption:two birds on the beach.,
image_embedding:[0.18, 0.06, -0.45, -0.43, 0.72, 0.12, -0.09, -0.33, 0.59, 0.8, 0.04, -0.32, -0.14, 1.72, -0.61, -0.02, 0.2, -0.9, -0.03, 0.3, -0.74, -1.03, 0.73, -0.45, 0.48, 0.12, -0.9, 1.11, 0.91, 0.23, -0.1, 0.88, -0.1, -0.45, -0.08, -0.41, 1.59, -0.13, 1.2, -0.48, -0.46, -0.05, 0.38, -0.08, -2.26, -0.18, 0.02, -0.52, 0.15, 0.58, -0.09, -0.01, 0.18, -0.76, 0.76, -0.37, 0.22, -0.21, 0.02, -0.34, -0.61, 1.37, 0.01, 0.11]"
008708.jpg,Provide a detailed and accurate description of the image within 50 words.,Two men walk down a paved road under a tree canopy. The man on the left is wearing a grey polo shirt and the man on the right is wearing a red and white button-up shirt. The road is lined with trees on both sides. The date 23 12 2006 appears on the right side of the image.,"label_boundingbox:{car: {'xyxy': {'Left': 291, 'Top': 204, 'Right': 311, 'Bottom': 219}},person: {'xyxy': {'Left': 257, 'Top': 165, 'Right': 399, 'Bottom': 375}}},
caption:two men standing in the middle of the road.,
image_embedding:[-0.39, -0.2, 1.15, 0.21, -0.0, -0.86, 0.1, -0.01, -0.34, 0.75, -1.13, 1.09, 0.42, -0.2, -0.36, -1.28, -0.02, -0.34, 0.21, -0.98, -0.0, -0.41, 0.05, -0.03, 0.02, -0.5, 0.52, 0.05, -0.07, -0.08, 0.42, 0.66, -0.58, -0.06, 0.47, 0.14, -0.53, 0.35, -0.17, -0.86, 0.83, 0.26, 0.63, -0.06, -5.23, 0.27, -0.54, 0.15, 0.39, -0.3, -0.22, 0.29, -0.26, 0.18, 0.83, 0.03, -0.41, 0.37, -0.43, 0.29, -0.7, 0.63, 0.19, 0.25]"
009135.jpg,Provide a detailed and accurate description of the image within 50 words.,"A classic, vintage bicycle leans against a brick wall with blue, white and black painted graffiti. the bike has a white leather seat and brown tires. the scene is captured in a shallow depth of field.  the bike is the main subject of the photo.  the background is out of focus.","label_boundingbox:{bicycle: {'xyxy': {'Left': 72, 'Top': 92, 'Right': 432, 'Bottom': 323}}},
caption:a bike in front of a graffiti wall,
image_embedding:[-0.11, 0.47, 0.01, 0.02, -0.75, 0.01, -0.16, 0.16, -0.26, 0.34, -0.12, -1.78, 0.28, -1.82, -0.11, -0.91, 0.24, 0.96, -0.08, -0.15, 0.11, -0.26, -0.57, -0.5, -0.11, 0.0, 0.18, -0.15, -0.41, -0.08, 0.17, 0.3, -1.0, -0.88, -0.46, -0.29, 0.58, -0.63, 0.5, 0.0, -0.07, 0.56, 0.13, -0.46, -3.32, -0.09, -0.39, -0.2, -0.36, -1.09, 0.22, -0.54, 0.49, 0.27, 0.48, 1.22, 0.11, -1.16, 0.15, 0.23, 0.06, 1.09, -0.03, -0.3]"
006068.jpg,Provide a detailed and accurate description of the image within 50 words.,"A living room with a wooden coffee table, a white cabinet with drawers, a couch, a tv, a plant in a vase, a floor lamp and a framed painting. The room is decorated in a warm, inviting style.","label_boundingbox:{pottedplant: {'xyxy': {'Left': 129, 'Top': 10, 'Right': 190, 'Bottom': 125}},sofa: {'xyxy': {'Left': 224, 'Top': 191, 'Right': 331, 'Bottom': 314}},tvmonitor: {'xyxy': {'Left': 0, 'Top': 147, 'Right': 110, 'Bottom': 272}}},
caption:a living room,
image_embedding:[1.45, 0.21, 0.33, 0.47, -0.57, -0.12, 1.06, -0.19, 0.56, -0.25, -0.41, -0.52, -0.67, -0.91, -0.45, -0.27, 0.13, -0.05, 0.07, 0.26, -0.01, -0.38, 0.0, 0.78, 0.35, 0.57, 0.01, -0.07, -0.79, -0.19, 0.58, 0.15, -1.17, -0.19, 1.74, 0.13, 0.02, 0.04, 0.32, 0.95, -0.3, 0.72, -0.14, -1.1, -2.08, 0.09, -0.48, -0.09, 0.49, -0.43, 0.38, 0.89, -0.29, -0.25, -1.01, -0.0, 0.06, -0.97, -0.14, -0.21, 0.01, 0.22, 0.31, -0.43]"
006312.jpg,Provide a detailed and accurate description of the image within 50 words.,A man rides his bicycle on a paved path through a lush green forest. he's wearing a white and brown shirt and blue pants. the path is surrounded by trees on both sides. the bright sky is visible in the background.  the man looks over his shoulder at the camera.,"label_boundingbox:{bicycle: {'xyxy': {'Left': 296, 'Top': 76, 'Right': 475, 'Bottom': 236}}},
caption:a person on a bike.,
image_embedding:[-0.34, 0.66, 0.07, 0.55, -0.15, -0.07, -0.35, -0.17, 0.06, -0.64, -0.19, 0.01, -0.35, -0.52, -0.09, -0.12, 0.46, -0.74, 0.02, -0.97, -0.39, -0.2, 0.31, -0.3, 0.09, 0.39, -0.05, 0.97, -0.15, -0.1, -0.15, 0.05, 0.53, -0.11, 0.17, -0.29, 0.42, 0.4, 0.55, 0.21, -0.57, 1.71, 0.97, -0.35, -2.29, 0.09, 0.13, -0.46, -0.08, -0.03, 0.01, 0.04, 0.09, -0.02, 0.2, -0.2, -0.6, 0.64, -0.37, 0.3, 0.08, 0.16, -0.34, -0.09]"
003167.jpg,Provide a detailed and accurate description of the image within 50 words.,"A woman with dark hair and a black dress sits in a chair with her arm resting on the back. She has a cigarette in her mouth and is holding it between her fingers. She looks directly at the camera, with a cool and slightly edgy expression.","label_boundingbox:{person: {'xyxy': {'Left': 65, 'Top': 4, 'Right': 431, 'Bottom': 375}}},
caption:a woman sitting at a table.,
image_embedding:[0.95, 0.66, 0.18, 0.01, 0.7, -0.95, 0.23, 0.29, -0.56, -1.93, -1.02, 0.02, -0.91, -0.05, -0.28, -0.1, -0.09, -0.01, -0.45, -0.29, 0.42, -0.33, -0.54, 0.67, -0.59, 0.73, 0.07, 0.45, -0.29, -0.08, 1.41, -0.63, -1.01, 0.24, -0.33, -0.98, 0.82, 0.6, 0.55, 0.58, 0.07, 0.5, 0.17, -0.3, -2.6, 0.28, -0.13, -0.78, 0.38, -0.05, 0.2, -0.36, -0.18, 0.0, 0.1, -0.52, -0.1, 0.26, 0.19, 0.03, 0.43, 0.33, 0.56, -0.63]"
002654.jpg,Provide a detailed and accurate description of the image within 50 words.,"A living room with a leather couch, white curtains and a small shelf holding various knick-knacks. there are several items on a small table next to the couch. the couch faces a window with a white sheer curtain.","label_boundingbox:{chair: {'xyxy': {'Left': 14, 'Top': 248, 'Right': 138, 'Bottom': 375}},sofa: {'xyxy': {'Left': 126, 'Top': 243, 'Right': 399, 'Bottom': 375}}},
caption:a living room with a couch and a chair.,
image_embedding:[0.81, 0.15, 0.41, 0.0, -0.05, -0.82, -0.37, -0.74, -0.06, -0.37, -0.46, 0.13, -0.95, -0.7, -0.21, -0.49, 0.39, -0.0, -0.11, -0.42, -0.28, 0.18, -0.28, 0.34, 0.47, 0.45, -0.45, -0.3, -0.76, 0.3, -0.25, 0.17, -1.4, 0.23, -0.23, -0.57, -0.07, -0.44, -1.32, -0.17, -0.58, 0.21, -0.06, 0.45, -2.45, -0.16, -0.72, -0.16, 0.67, 0.1, -0.32, -0.72, -0.53, -0.37, -0.38, -0.01, 0.3, -0.27, -0.35, 0.13, -0.08, -0.41, 0.31, 0.81]"
004282.jpg,Provide a detailed and accurate description of the image within 50 words.,"A seagull soars through the bright blue sky. The bird has black wing tips and is facing forward, looking towards the camera. The seagull has its wings spread wide, as if gliding through the air.","label_boundingbox:{bird: {'xyxy': {'Left': 57, 'Top': 51, 'Right': 452, 'Bottom': 348}}},
caption:a bird flying in the sky.,
image_embedding:[-0.42, 0.43, 0.69, 0.22, -0.31, 0.18, 0.01, -0.1, -1.05, -0.74, 0.81, -0.24, -0.16, 1.09, -0.83, -0.37, 0.63, 0.6, 0.12, 0.77, -0.37, -0.55, 0.08, 0.32, 0.04, 0.18, -0.13, 0.01, 0.04, -0.51, -0.04, -0.31, -0.43, -1.68, -1.39, -0.44, 0.12, 0.13, -0.04, -0.05, 0.02, 0.61, -0.04, 1.54, -3.46, 0.34, 0.34, -0.11, 0.43, 0.44, -0.37, 0.07, 0.82, 0.87, 0.59, 0.25, -0.23, -0.42, -0.32, 0.61, 0.04, 0.88, -0.47, -0.02]"
007730.jpg,Provide a detailed and accurate description of the image within 50 words.,"A grey heron with its wings spread wide soars through the air, its long legs trailing behind. The bird is in flight over a field of tall green grass, with a blurred background of trees and foliage. The heron's feathers are a mixture of grey and white, and its long beak is pointed forward.","label_boundingbox:{bird: {'xyxy': {'Left': 13, 'Top': 87, 'Right': 210, 'Bottom': 353}}},
caption:a bird flying over a field,
image_embedding:[-0.15, 0.09, 1.71, -0.53, 0.61, -0.09, 0.1, -0.02, 0.94, -0.27, 0.14, -0.05, -0.23, 0.1, -0.56, -0.84, 0.61, -0.57, 0.99, 0.72, 0.17, -0.0, 0.06, -0.07, -0.42, -0.56, -0.3, 0.16, 0.08, 0.86, -0.41, -0.14, -0.45, -0.52, -0.84, -0.44, -0.48, -0.5, 0.38, -0.22, -0.36, -0.57, -0.46, 0.44, -3.97, 0.1, -0.18, -0.01, -0.04, 0.9, -0.61, -0.0, 0.94, -0.75, -0.01, 0.05, 0.19, -0.04, -0.27, -0.13, -0.89, 0.72, 0.18, -0.45]"
008156.jpg,Provide a detailed and accurate description of the image within 50 words.,"A potted plant with long, thin leaves sits on the steps of a light blue wooden porch. The plant is in a light brown pot, sitting on a wooden step.  Behind the plant is a white fence. The grass is green and lush.  The wooden railing is weathered and worn, showing its age.","label_boundingbox:{Lion: {'xyxy': {'Left': 25, 'Top': 4, 'Right': 61, 'Bottom': 66}},pottedplant: {'xyxy': {'Left': 231, 'Top': 93, 'Right': 265, 'Bottom': 213}},chair: {'xyxy': {'Left': 0, 'Top': 3, 'Right': 67, 'Bottom': 106}}},
caption:a potted plant on a porch.,
image_embedding:[-0.27, 0.76, 0.09, 0.17, 0.52, -0.03, -0.02, -0.1, 0.17, 0.23, -0.12, -0.54, 0.15, -1.21, -0.44, -0.56, -0.02, 0.56, 0.25, 0.0, -0.28, -0.04, 0.16, 0.26, 0.81, -0.01, -0.83, 0.83, -0.28, -0.07, 0.08, -0.62, -1.33, 0.06, 0.61, 0.66, -0.44, 0.73, -0.08, -0.14, 0.08, -0.03, -0.09, -0.25, -1.14, 0.45, -0.7, 0.62, 0.27, 0.53, -0.5, -0.73, -0.8, 0.06, 0.3, 0.77, -0.1, 0.11, -0.1, -0.38, -0.01, 0.91, -0.13, -0.12]"
005890.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young woman wearing a helmet and riding gear rides a black horse. The horse is looking directly at the camera, while the rider looks off to the side. There are trees and a fence in the background. It appears to be a riding arena.","label_boundingbox:{dog: {'xyxy': {'Left': 0, 'Top': 112, 'Right': 38, 'Bottom': 211}},person: {'xyxy': {'Left': 84, 'Top': 16, 'Right': 202, 'Bottom': 212}},horse: {'xyxy': {'Left': 90, 'Top': 78, 'Right': 204, 'Bottom': 212}}},
caption:a person riding a horse.,
image_embedding:[-0.88, 1.16, -0.06, -0.07, -0.35, -0.52, 0.18, 0.17, 0.09, 0.9, -0.15, -0.03, 0.22, 0.81, 0.79, 0.68, -0.09, 0.49, -1.0, -0.44, 0.79, 0.61, 0.01, -0.13, 0.0, 0.17, 0.07, -0.0, -0.2, 0.25, 0.07, 0.83, -0.51, 0.4, -0.16, -0.78, 0.89, 1.14, 0.33, 0.85, -0.88, -0.47, -0.38, 0.44, -4.32, 0.07, -0.72, -1.07, 0.21, 0.7, -0.01, -0.54, -0.77, 0.59, 0.77, -0.49, -0.56, -1.12, 0.15, -0.07, 0.22, 0.81, -0.34, -0.74]"
002195.jpg,Provide a detailed and accurate description of the image within 50 words.,A man and a woman sit at a booth in a restaurant. The man is smiling and looking at the camera. The woman is looking off to the side. There is a red booth behind them and they are both wearing casual clothing.  A glass of water and a glass of beer are on the table in front of them.,"label_boundingbox:{sofa: {'xyxy': {'Left': 2, 'Top': 171, 'Right': 499, 'Bottom': 374}},person: {'xyxy': {'Left': 218, 'Top': 70, 'Right': 465, 'Bottom': 367}}},
caption:a man and a woman sitting at a table.,
image_embedding:[0.24, 0.66, 0.72, 0.49, 0.94, -0.42, -0.62, -0.0, 0.24, 0.06, 0.46, -0.57, -0.64, -0.39, -0.08, -0.53, -0.28, -0.17, -0.15, 0.3, 0.43, -0.41, -0.19, 0.55, -0.13, -0.01, -0.83, 0.08, -0.03, 1.06, 0.9, 0.18, 0.6, -1.28, -0.01, -0.28, 0.22, -1.2, -0.33, -0.41, 0.66, 1.16, -0.36, 0.19, -3.49, 0.86, -0.84, 0.6, 0.31, -0.8, -0.83, -0.04, 0.46, 0.3, 0.33, 0.69, -0.13, -1.22, 0.06, -0.22, 0.05, 1.0, -0.05, 0.35]"
002128.jpg,Provide a detailed and accurate description of the image within 50 words.,"A black bicycle is parked in a snowy, wintery scene. The bicycle is chained to a metal fence and it's partially sunk into the snow drift. The bicycle is in the shade and it looks cold.","label_boundingbox:{bicycle: {'xyxy': {'Left': 41, 'Top': 9, 'Right': 452, 'Bottom': 290}}},
caption:a bike in the snow.,
image_embedding:[-0.55, -0.04, 0.3, -0.05, -0.03, -0.1, -0.26, -0.37, -0.32, -0.49, 0.06, -0.74, 0.22, 0.86, -0.58, 0.77, 0.23, -0.27, 0.02, -0.52, 0.06, 0.21, 0.29, 0.52, -1.15, -0.01, -0.42, 0.21, -0.04, -0.03, 0.3, 0.03, -0.37, -0.07, 1.33, 0.28, 0.92, -0.89, 0.27, -0.01, 0.89, 0.29, 0.6, 0.4, -3.32, -0.23, 1.04, -0.53, 0.08, -0.37, 0.53, -0.15, -0.53, -0.28, 0.01, 0.3, 0.15, -1.16, 0.21, 0.83, -0.26, 0.55, 0.73, -0.11]"
008178.jpg,Provide a detailed and accurate description of the image within 50 words.,A woman in a red onesie cuddles a small white puppy while sleeping on a couch.  The woman's arm drapes over the dog.  The couch is brown and the puppy has its eyes closed.  The scene is peaceful and cozy.,"label_boundingbox:{chair: {'xyxy': {'Left': 1, 'Top': 103, 'Right': 459, 'Bottom': 375}},person: {'xyxy': {'Left': 74, 'Top': 36, 'Right': 443, 'Bottom': 279}},dog: {'xyxy': {'Left': 287, 'Top': 126, 'Right': 390, 'Bottom': 251}},sofa: {'xyxy': {'Left': 0, 'Top': 27, 'Right': 481, 'Bottom': 375}}},
caption:a person sleeping on a couch with a dog.,
image_embedding:[0.93, 0.66, 0.62, 0.48, -0.49, -0.77, -0.91, -0.44, 0.03, -0.26, 0.26, -0.18, 0.26, -0.19, -0.56, 0.02, -0.15, 0.32, -0.81, -0.1, 0.4, -0.6, -0.17, 0.07, -0.12, -0.63, -0.62, -0.36, 0.11, -0.56, 0.09, 0.68, 0.01, -0.01, -0.01, -0.71, -0.28, -0.2, -0.08, 0.23, 0.15, 1.34, 0.0, -0.2, -3.21, 0.6, 0.38, 0.31, 0.42, -0.23, -0.6, -0.54, -0.27, -0.6, -0.55, -0.16, -1.43, 0.57, 0.35, 0.15, -0.01, 0.55, -0.42, 0.4]"
003903.jpg,Provide a detailed and accurate description of the image within 50 words.,"A man looks down at his phone while a young woman with long dark hair looks up at him. The woman is smiling and the man is focused on his phone. There are two other people in the background, seemingly oblivious to the pair.","label_boundingbox:{person: {'xyxy': {'Left': 127, 'Top': 61, 'Right': 333, 'Bottom': 331}}},
caption:a man and a woman looking at a cell.,
image_embedding:[1.34, 0.19, -0.26, 0.78, 0.01, -0.22, 0.33, 0.55, -0.62, 1.08, 0.43, -0.23, -0.23, -0.51, -0.17, -0.55, -0.27, -0.3, 0.39, 0.35, 0.26, 0.12, -0.43, -0.19, -0.67, -0.4, -0.41, -0.34, 0.06, 0.2, 0.57, -0.53, 0.99, -0.57, -0.37, -0.39, 0.37, 0.17, -0.1, -0.33, 0.34, 0.44, 0.69, 0.21, -3.22, 0.09, -0.9, 0.04, 0.46, 0.29, 0.17, 0.06, 0.09, 0.68, -0.78, -0.33, 0.03, -1.11, -0.5, 0.06, 0.18, 0.65, 0.16, -0.03]"
002400.jpg,Provide a detailed and accurate description of the image within 50 words.,"A golden eagle (Aquila chrysaetos) looks intently to the right, its keen eye focused on a potential prey. The bird's brown feathers and powerful beak are evidence of its strength and hunting prowess. Its golden plumage is a striking contrast to the muted background.","label_boundingbox:{bird: {'xyxy': {'Left': 0, 'Top': 25, 'Right': 308, 'Bottom': 499}}},
caption:a bird,
image_embedding:[-0.34, -0.1, -0.3, 0.02, 0.16, -0.22, -0.74, -0.04, -1.13, 0.49, 0.37, -0.13, -0.14, 0.81, 0.04, -0.42, 1.25, -0.12, 0.28, 0.05, -0.01, -0.57, 1.02, 0.7, 1.37, 0.71, 0.12, 0.26, 0.88, -0.75, 0.96, -0.95, -1.41, -0.28, 0.75, -0.11, 0.79, 0.11, 0.24, -0.34, 0.06, 0.67, 0.18, 0.35, -3.88, 0.34, -0.79, 0.23, 0.96, -0.08, 0.14, 0.75, 0.44, 0.35, 0.07, -0.27, -0.65, -0.2, -0.38, 0.41, -0.1, 0.17, 0.18, 1.06]"
000631.jpg,Provide a detailed and accurate description of the image within 50 words.,Two sailboats race across the water. The boat on the left has Fly Emirates emblazoned on the sail and NZL 84 painted on the side. The boat on the right has SUI 75 painted on the sail.,"label_boundingbox:{boat: {'xyxy': {'Left': 69, 'Top': 71, 'Right': 260, 'Bottom': 333}}},
caption:some boats in the water.,
image_embedding:[0.22, 0.32, 0.86, 0.09, -0.52, 0.02, 0.15, -0.02, -0.75, -0.64, -0.15, -0.58, -0.24, -0.3, -0.44, -0.9, -1.24, 0.02, -0.6, -0.17, 0.37, -0.47, 0.07, -0.1, 0.18, -0.04, -0.34, 0.0, -0.01, -0.87, 0.04, -0.03, 0.12, -0.76, -0.03, -0.41, 0.21, -0.51, -0.03, 0.01, -1.47, 0.36, 0.27, 0.64, -2.68, 0.52, 0.02, 0.66, -0.36, 0.61, 0.15, -0.02, 0.96, 0.65, -0.09, 0.04, -0.36, -0.53, 0.12, 0.81, -0.21, 1.0, -0.61, -0.22]"
008668.jpg,Provide a detailed and accurate description of the image within 50 words.,"A black and white image of two old trucks parked next to each other. The truck in the foreground is a classic Ford, and the truck in the background is a Ford F-100. The trucks are both weathered and worn, showing signs of their age. They are likely parked at a junkyard, or scrap yard.","label_boundingbox:{car: {'xyxy': {'Left': 176, 'Top': 30, 'Right': 491, 'Bottom': 328}}},
caption:an old truck,
image_embedding:[-0.21, 0.43, 0.33, -0.81, -0.53, 0.08, 0.12, 0.76, 0.13, 0.61, -0.26, -0.08, -0.84, 0.89, 0.0, 0.41, 0.46, 0.31, 0.16, 0.43, 0.39, -0.44, 0.03, -0.07, -0.2, -0.41, 0.49, 0.99, 0.12, 0.13, -0.58, 0.29, -0.09, -1.06, 0.31, -0.23, 0.56, 0.46, -0.03, 0.64, -1.1, 0.35, 0.23, -0.58, -3.55, 0.66, -0.58, -0.31, -0.73, 0.42, 0.21, 0.08, 0.21, 0.9, 0.05, -0.05, 0.86, -0.03, 0.05, -0.01, -0.14, -0.04, 0.01, 0.11]"
009736.jpg,Provide a detailed and accurate description of the image within 50 words.,A young woman with dark hair and a thoughtful expression looks away from the camera. She wears a simple grey shirt.,"label_boundingbox:{person: {'xyxy': {'Left': 18, 'Top': 0, 'Right': 333, 'Bottom': 499}}},
caption:a woman,
image_embedding:[0.09, 0.47, -0.04, 0.0, 0.71, -0.01, -0.16, 0.82, 0.02, -0.01, -0.08, 0.71, 0.18, 0.29, -0.1, -0.47, 0.01, 0.39, -0.53, 0.55, 0.3, 0.32, -0.23, 0.44, -0.05, 0.65, -0.47, 0.01, 0.01, -0.72, 0.32, -0.62, -0.8, 0.22, -0.11, 0.2, 0.11, 1.26, -0.1, 0.24, -0.78, 0.86, 1.27, -0.13, -3.65, 0.21, -0.45, -0.64, 0.18, 0.25, 0.28, 0.08, -0.12, 0.38, 0.39, -0.77, -0.23, -0.08, 0.81, 0.0, -0.06, 0.29, -0.09, 0.43]"
